addr,coordinates,distance_to_mrt
634 PASIR RIS DR 1 SINGAPORE,"(1.37752935, 103.940783101677)",1.06862533367
719 PASIR RIS ST 72 SINGAPORE,"(1.3820707, 103.936873454271)",1.7061925779
115 PASIR RIS ST 11 SINGAPORE,"(1.3688903, 103.955262551046)",0.809221404181
110 PASIR RIS ST 11 SINGAPORE,"(1.36867275, 103.956585054554)",0.945921743549
416 PASIR RIS DR 6 SINGAPORE,"(1.3716565, 103.9556941)",0.728992953928
214 PASIR RIS ST 21 SINGAPORE,"(1.36782055, 103.961262694121)",1.45265321392
121 PASIR RIS ST 11 SINGAPORE,"(1.3668899, 103.954524298972)",0.898561919848
107 PASIR RIS ST 12 SINGAPORE,"(1.36747735, 103.957509004938)",1.1040311158
197 PASIR RIS ST 12 SINGAPORE,"(1.36646145, 103.960795570654)",1.33160306679
409 PASIR RIS DR 6 SINGAPORE,"(1.37301835, 103.954239391137)",0.55079572186
770 PASIR RIS ST 71 SINGAPORE,"(1.37503075, 103.936112357933)",1.48085034369
738 PASIR RIS DR 10 SINGAPORE,"(1.379072, 103.936422810911)",1.57911147507
192 PASIR RIS ST 12 SINGAPORE,"(1.3664178, 103.959012265749)",1.23687507657
194 PASIR RIS ST 12 SINGAPORE,"(1.3661589, 103.959834343396)",1.25000565154
254 PASIR RIS ST 21 SINGAPORE,"(1.3681807, 103.963872842547)",1.68283437066
118 PASIR RIS ST 11 SINGAPORE,"(1.3672295, 103.954647353505)",0.879367461082
629 PASIR RIS DR 3 SINGAPORE,"(1.37885485, 103.940736179145)",1.14918007462
138 PASIR RIS ST 11 SINGAPORE,"(1.36342085, 103.959891176782)",0.993819171691
768 PASIR RIS ST 71 SINGAPORE,"(1.3753207, 103.93565070376)",1.53659695806
774 PASIR RIS ST 71 SINGAPORE,"(1.3742766, 103.936721076821)",1.40331698751
551 PASIR RIS ST 51 SINGAPORE,"(1.3677169, 103.95313101643)",0.730475443978
721 PASIR RIS ST 72 SINGAPORE,"(1.381368, 103.936473412602)",1.6985328457
640 PASIR RIS DR 1 SINGAPORE,"(1.37592825, 103.940294706839)",1.04957191144
571 PASIR RIS ST 53 SINGAPORE,"(1.373131, 103.945705315203)",0.398004425155
405 PASIR RIS DR 6 SINGAPORE,"(1.3737216, 103.955968142764)",0.746781461739
741 PASIR RIS ST 71 SINGAPORE,"(1.37764995, 103.936510909257)",1.50953148542
463 PASIR RIS ST 41 SINGAPORE,"(1.37262055, 103.95816317393)",0.988086679972
204 PASIR RIS ST 21 SINGAPORE,"(1.367396, 103.962726035226)",1.53665509154
576 PASIR RIS ST 53 SINGAPORE,"(1.3730852, 103.946900246841)",0.265093636617
224 PASIR RIS ST 21 SINGAPORE,"(1.37075005, 103.960971998513)",1.32399233771
205 PASIR RIS ST 21 SINGAPORE,"(1.3668311, 103.963270267873)",1.52355916751
645 PASIR RIS DR 10 SINGAPORE,"(1.3783863, 103.93777000886)",1.41116005596
248 PASIR RIS ST 21 SINGAPORE,"(1.37068985, 103.962970140896)",1.5436676461
242 PASIR RIS ST 21 SINGAPORE,"(1.37155565, 103.962575447588)",1.48668072614
159 PASIR RIS ST 13 SINGAPORE,"(1.36378235, 103.961340121693)",1.12610220096
152 PASIR RIS ST 13 SINGAPORE,"(1.36374715, 103.962324397508)",1.19858592054
502 PASIR RIS ST 52 SINGAPORE,"(1.37569255, 103.946166565199)",0.454888879085
716 PASIR RIS ST 72 SINGAPORE,"(1.38307165, 103.936777233298)",1.78229013574
779 PASIR RIS ST 71 SINGAPORE,"(1.37398725, 103.93803596681)",1.25483063338
710 PASIR RIS ST 72 SINGAPORE,"(1.38204585, 103.937504703216)",1.64828767667
548 PASIR RIS ST 51 SINGAPORE,"(1.3684593, 103.953650642802)",0.703817498386
711 PASIR RIS ST 72 SINGAPORE,"(1.38174695, 103.937988260063)",1.58541019983
782 PASIR RIS ST 71 SINGAPORE,"(1.37340555, 103.93887585)",1.15776970901
585 PASIR RIS ST 53 SINGAPORE,"(1.375335, 103.947303368429)",0.336818542274
578 PASIR RIS ST 53 SINGAPORE,"(1.37415705, 103.947539788494)",0.230129820668
715 PASIR RIS ST 72 SINGAPORE,"(1.38299515, 103.937088984638)",1.74999842712
128A PUNGGOL FIELD WALK SINGAPORE,"(1.393522, 103.912458)",1.68391874759
134 EDGEDALE PLAINS SINGAPORE,"(1.39250815, 103.910191194639)",1.61443022143
298 PUNGGOL CTRL SINGAPORE,"(1.4025751, 103.9056083)",0.45004027381
126A EDGEDALE PLAINS SINGAPORE,"(1.3942935, 103.9115443)",1.55190647482
205A PUNGGOL FIELD SINGAPORE,"(1.3985504, 103.902185)",0.666878172913
176A EDGEFIELD PLAINS SINGAPORE,"(1.3989492, 103.908178814883)",0.920942303061
161A PUNGGOL CTRL SINGAPORE,"(1.3958974, 103.9149316)",1.72285768225
128B PUNGGOL FIELD WALK SINGAPORE,"(1.393219, 103.912769)",1.73214915914
101B PUNGGOL FIELD SINGAPORE,"(1.3977293, 103.9064437)",0.900418508143
107A EDGEFIELD PLAINS SINGAPORE,"(1.3972565, 103.906895561065)",0.971884950277
193 EDGEFIELD PLAINS SINGAPORE,"(1.399846, 103.908859)",0.917772216319
176C EDGEFIELD PLAINS SINGAPORE,"(1.3985337, 103.9074822)",0.899252444819
171C EDGEDALE PLAINS SINGAPORE,"(1.3947619, 103.9131424)",1.64256152797
161B PUNGGOL CTRL SINGAPORE,"(1.395808, 103.915339)",1.76606322703
104B EDGEFIELD PLAINS SINGAPORE,"(1.39664155, 103.905520559131)",0.958941860471
166B PUNGGOL CTRL SINGAPORE,"(1.3945529, 103.9151324)",1.82824275472
645 PUNGGOL CTRL SINGAPORE,"(1.397783, 103.916257)",1.74694203714
297 PUNGGOL CTRL SINGAPORE,"(1.402215, 103.905466)",0.457725443729
643 PUNGGOL CTRL SINGAPORE,"(1.3975103, 103.9157647)",1.7113609918
641C PUNGGOL DR SINGAPORE,"(1.3989484, 103.9164464)",1.71479247503
163A PUNGGOL CTRL SINGAPORE,"(1.395776, 103.9146833)",1.70770024739
188 PUNGGOL CTRL SINGAPORE,"(1.399395, 103.910606)",1.10813405054
184 EDGEFIELD PLAINS SINGAPORE,"(1.3985337, 103.9074822)",0.899252444819
190 PUNGGOL CTRL SINGAPORE,"(1.3997238, 103.9103904)",1.06888550588
112 COMMONWEALTH CRES SINGAPORE,"(1.3072571, 103.7993776)",0.543310403315
33 TANGLIN HALT RD SINGAPORE,"(1.2966365, 103.7984201)",0.653296688989
99 COMMONWEALTH CRES SINGAPORE,"(1.3072571, 103.7993776)",0.543310403315
58 COMMONWEALTH DR SINGAPORE,"(1.2977842, 103.7970657)",0.540929431108
26 TANGLIN HALT RD SINGAPORE,"(1.29811045, 103.799777565043)",0.518565350082
101 COMMONWEALTH CRES SINGAPORE,"(1.3072571, 103.7993776)",0.543310403315
59 COMMONWEALTH DR SINGAPORE,"(1.29802805, 103.797064174198)",0.514680055577
169 STIRLING RD SINGAPORE,"(1.2904084, 103.80309035)",0.567817289328
24 TANGLIN HALT RD SINGAPORE,"(1.2976831, 103.79962755)",0.558723418117
170 STIRLING RD SINGAPORE,"(1.290945, 103.803238)",0.510272911514
158 MEI LING ST SINGAPORE,"(1.2926445, 103.8027441)",0.426875250808
19 GHIM MOH RD SINGAPORE,"(1.3114743, 103.7884805)",0.552187067075
31 HOLLAND CL SINGAPORE,"(1.3070686, 103.7971071)",0.522092424678
15 GHIM MOH RD SINGAPORE,"(1.3133308, 103.7855498)",0.797645774673
183 STIRLING RD SINGAPORE,"(1.296181, 103.803545)",0.334804220739
55 STRATHMORE AVE SINGAPORE,"(1.2933217, 103.809540771449)",0.408576350954
58 STRATHMORE AVE SINGAPORE,"(1.2931528, 103.810721682851)",0.53921147813
26 DOVER CRES SINGAPORE,"(1.30593515, 103.7815441)",0.688730253091
27 DOVER CRES SINGAPORE,"(1.3054354, 103.781299)",0.726756415382
8 GHIM MOH RD SINGAPORE,"(1.3133308, 103.7855498)",0.797645774673
3A HOLLAND CL SINGAPORE,"(1.308661, 103.796886)",0.40166292017
150 MEI LING ST SINGAPORE,"(1.2925087, 103.8022655)",0.480739036083
481 SEMBAWANG DR SINGAPORE,"(1.45289845, 103.814882190968)",0.715921916285
404 ADMIRALTY LINK SINGAPORE,"(1.45395005, 103.816654923421)",0.662477404327
469B ADMIRALTY DR SINGAPORE,"(1.4482366, 103.8133086)",0.754393369831
300 CANBERRA RD SINGAPORE,"(1.4456114, 103.823016189613)",0.505236126469
467 ADMIRALTY DR SINGAPORE,"(1.452342, 103.8144941)",0.717506718633
327 SEMBAWANG CRES SINGAPORE,"(1.4456703, 103.818977)",0.394236706008
501C WELLINGTON CIRCLE SINGAPORE,"(1.4522063, 103.8206428)",0.357086702552
501A WELLINGTON CIRCLE SINGAPORE,"(1.4522063, 103.8206428)",0.357086702552
469A ADMIRALTY DR SINGAPORE,"(1.4500078, 103.8137162)",0.711632836768
340B SEMBAWANG CL SINGAPORE,"(1.44724075, 103.818192863908)",0.288009843266
402 ADMIRALTY LINK SINGAPORE,"(1.4613609, 103.8130764)",1.57286383996
332 SEMBAWANG CL SINGAPORE,"(1.44660825, 103.817070867535)",0.427959658139
466C SEMBAWANG DR SINGAPORE,"(1.4558882, 103.813161356387)",1.07876005811
339A SEMBAWANG CL SINGAPORE,"(1.44800845, 103.817846437705)",0.270597760561
484 ADMIRALTY LINK SINGAPORE,"(1.4571649, 103.8152412)",1.04848543859
333 SEMBAWANG CL SINGAPORE,"(1.4468603, 103.816298671162)",0.482551911208
319 SEMBAWANG CL SINGAPORE,"(1.4460056, 103.819439822901)",0.345255509032
412 SEMBAWANG DR SINGAPORE,"(1.45202755, 103.818350667607)",0.380892482523
413 SEMBAWANG DR SINGAPORE,"(1.4516307, 103.817658739838)",0.390795994662
411 SEMBAWANG DR SINGAPORE,"(1.4522796, 103.817906873042)",0.430635146517
423 CANBERRA RD SINGAPORE,"(1.45378655, 103.818191290612)",0.565515384921
408 SEMBAWANG DR SINGAPORE,"(1.45342185, 103.817583565388)",0.557820445536
507D WELLINGTON CIRCLE SINGAPORE,"(1.4515251, 103.8227762)",0.409621753673
341A SEMBAWANG CL SINGAPORE,"(1.44759005, 103.81869556696)",0.221183890924
588B MONTREAL DR SINGAPORE,"(1.4503961, 103.825167898351)",0.588654980486
297B COMPASSVALE ST SINGAPORE,"(1.394702, 103.901115)",0.709611002313
129 RIVERVALE ST SINGAPORE,"(1.389918, 103.902593)",0.814495415073
106 RIVERVALE WALK SINGAPORE,"(1.3840391, 103.900107)",0.787181190955
185C RIVERVALE CRES SINGAPORE,"(1.39323755, 103.906608873967)",1.24843193839
295B COMPASSVALE CRES SINGAPORE,"(1.39786715, 103.900248558133)",0.769915770649
227A COMPASSVALE DR SINGAPORE,"(1.3873216, 103.900262433325)",0.72008246958
296B COMPASSVALE CRES SINGAPORE,"(1.39775995, 103.899147269706)",0.787795991147
406A FERNVALE RD SINGAPORE,"(1.38811805, 103.874244780916)",2.17778670334
306C ANCHORVALE LINK SINGAPORE,"(1.3899826, 103.8880772)",0.845152208438
324A SENGKANG EAST WAY SINGAPORE,"(1.3934203, 103.892278038764)",0.404824611816
200A SENGKANG EAST RD SINGAPORE,"(1.3871502, 103.891982570973)",0.491645703984
202C SENGKANG EAST RD SINGAPORE,"(1.387665, 103.89283)",0.53329166461
302A ANCHORVALE LINK SINGAPORE,"(1.387559, 103.891225)",0.561594264942
325B SENGKANG EAST WAY SINGAPORE,"(1.3929689, 103.89061)",0.56010007501
311D ANCHORVALE LANE SINGAPORE,"(1.39187155, 103.88461607816)",1.20833856331
121B RIVERVALE DR SINGAPORE,"(1.38644065, 103.904757023273)",1.18478614838
204A COMPASSVALE DR SINGAPORE,"(1.3881428, 103.895047302365)",0.397926650466
158B RIVERVALE CRES SINGAPORE,"(1.388555, 103.906694)",1.29403304667
223D COMPASSVALE WALK SINGAPORE,"(1.3893208, 103.8975883)",0.352640510933
291A COMPASSVALE ST SINGAPORE,"(1.39571895, 103.897790708023)",0.515706420022
408A FERNVALE RD SINGAPORE,"(1.38894245, 103.876077377486)",2.01110289372
407B FERNVALE RD SINGAPORE,"(1.3889934, 103.875150985879)",2.1102225213
313A ANCHORVALE RD SINGAPORE,"(1.3916766, 103.887664022196)",0.869364821575
257C COMPASSVALE RD SINGAPORE,"(1.3928467, 103.8962291)",0.152506906495
297A COMPASSVALE ST SINGAPORE,"(1.3950453, 103.900467068566)",0.667506716566
207B COMPASSVALE LANE SINGAPORE,"(1.38496605, 103.898217875846)",0.612256965195
128 RIVERVALE ST SINGAPORE,"(1.390388, 103.9029349)",0.840828731308
257B COMPASSVALE RD SINGAPORE,"(1.392579, 103.896967)",0.191889432755
409B FERNVALE RD SINGAPORE,"(1.38964905, 103.876958789009)",1.94807493554
207C COMPASSVALE LANE SINGAPORE,"(1.38469785, 103.897954378529)",0.574080840479
122A SENGKANG EAST WAY SINGAPORE,"(1.3865708, 103.9060492)",1.30528250943
309D ANCHORVALE RD SINGAPORE,"(1.39076085, 103.885571032745)",1.10690448936
314A ANCHORVALE LINK SINGAPORE,"(1.390977, 103.88928)",0.694327669024
159A RIVERVALE CRES SINGAPORE,"(1.387889, 103.9073163)",1.38162701448
269C COMPASSVALE LINK SINGAPORE,"(1.3835703, 103.896258316543)",0.357089105654
314B ANCHORVALE LINK SINGAPORE,"(1.3911551, 103.8885602)",0.772075893366
413B FERNVALE LINK SINGAPORE,"(1.38979405, 103.878572423876)",1.79085041708
405B FERNVALE LANE SINGAPORE,"(1.3892562, 103.873512702709)",2.29224964372
301B ANCHORVALE DR SINGAPORE,"(1.3896092, 103.8916055)",0.489614943838
301D ANCHORVALE DR SINGAPORE,"(1.38837, 103.8914209)",0.583724036615
120C RIVERVALE DR SINGAPORE,"(1.385129, 103.904015)",1.19673250005
277B COMPASSVALE LINK SINGAPORE,"(1.382334, 103.894466770804)",0.161302019251
310A ANCHORVALE RD SINGAPORE,"(1.390935, 103.88502)",1.16634038401
275B COMPASSVALE LINK SINGAPORE,"(1.3833418, 103.894550634146)",0.167025502629
259C COMPASSVALE RD SINGAPORE,"(1.39351695, 103.898223769021)",0.365744525734
409A FERNVALE RD SINGAPORE,"(1.38930185, 103.876998978778)",1.92933075393
261A SENGKANG EAST WAY SINGAPORE,"(1.3940616, 103.8943686)",0.290971767328
257A COMPASSVALE RD SINGAPORE,"(1.392383, 103.897668)",0.254485105209
268D COMPASSVALE LINK SINGAPORE,"(1.384911, 103.895782)",0.372253243921
291C COMPASSVALE ST SINGAPORE,"(1.39634535, 103.898570763636)",0.620577514639
122B SENGKANG EAST WAY SINGAPORE,"(1.38712725, 103.90659598868)",1.33549322249
310B ANCHORVALE RD SINGAPORE,"(1.390936, 103.884715)",1.2001505034
147 RIVERVALE CRES SINGAPORE,"(1.39059685, 103.905577269048)",1.12853344341
307B ANCHORVALE RD SINGAPORE,"(1.389574, 103.887468)",0.921822609841
120A RIVERVALE DR SINGAPORE,"(1.386076, 103.903896864003)",1.12461995346
103 RIVERVALE WALK SINGAPORE,"(1.3827966, 103.901371087191)",0.917082481652
203D COMPASSVALE RD SINGAPORE,"(1.3871547, 103.895535823519)",0.504848731202
317D ANCHORVALE RD SINGAPORE,"(1.39351875, 103.887908302553)",0.866287918272
303 SERANGOON AVE 2 SINGAPORE,"(1.3535293, 103.867004717537)",0.38211592138
323 SERANGOON AVE 3 SINGAPORE,"(1.3511368, 103.86934869709)",0.43851375546
115 SERANGOON NTH AVE 1 SINGAPORE,"(1.3681605, 103.8705868)",1.83790420677
1 LOR LEW LIAN SINGAPORE,"(1.3507759, 103.8752981)",0.245604341305
302 SERANGOON AVE 2 SINGAPORE,"(1.3531962, 103.8671493)",0.376888749416
222 SERANGOON AVE 4 SINGAPORE,"(1.3586475, 103.871474765136)",0.961296863995
243 SERANGOON AVE 2 SINGAPORE,"(1.35282145, 103.868646581704)",0.517419985944
206 SERANGOON CTRL SINGAPORE,"(1.3534968, 103.8733048)",0.370129421858
510 SERANGOON NTH AVE 4 SINGAPORE,"(1.3707514, 103.8758138)",1.56190472398
530 SERANGOON NTH AVE 4 SINGAPORE,"(1.37335, 103.87258)",2.01767076402
547 SERANGOON NTH AVE 3 SINGAPORE,"(1.3738736, 103.870768)",2.20104494576
330 SERANGOON AVE 3 SINGAPORE,"(1.3500934, 103.869389860695)",0.420665215474
211 SERANGOON AVE 4 SINGAPORE,"(1.3563532, 103.8732142)",0.687472691956
231 SERANGOON AVE 3 SINGAPORE,"(1.3549177, 103.8682312)",0.58372160062
405 SERANGOON AVE 1 SINGAPORE,"(1.34773815, 103.872961739926)",0.271512230032
238 SERANGOON AVE 2 SINGAPORE,"(1.3535532, 103.869029212997)",0.583557730543
523 SERANGOON NTH AVE 4 SINGAPORE,"(1.3731435, 103.8730272)",1.96691400593
420 SERANGOON CTRL SINGAPORE,"(1.3491293, 103.8751622)",0.249590409367
335 SERANGOON AVE 3 SINGAPORE,"(1.3494832, 103.8709492)",0.258785427408
212 SERANGOON AVE 4 SINGAPORE,"(1.3567936, 103.873033)",0.736592888739
416 SERANGOON CTRL SINGAPORE,"(1.3501192, 103.8748131)",0.182382070541
519 SERANGOON NTH AVE 4 SINGAPORE,"(1.3718709, 103.8749356)",1.71989493237
542 SERANGOON NTH AVE 4 SINGAPORE,"(1.3740126, 103.8720364)",2.11272647518
403 SERANGOON AVE 1 SINGAPORE,"(1.34640515, 103.872540922407)",0.424574314635
322 SERANGOON AVE 3 SINGAPORE,"(1.3518401, 103.8685936)",0.494402769289
424 SERANGOON CTRL SINGAPORE,"(1.34812, 103.8755925)",0.352596021869
412 TAMPINES ST 41 SINGAPORE,"(1.3594609, 103.946255226576)",0.633122953272
831 TAMPINES ST 83 SINGAPORE,"(1.3501379, 103.9344749)",0.676899518094
201B TAMPINES ST 21 SINGAPORE,"(1.3533625, 103.9530867)",0.358547544436
436 TAMPINES ST 43 SINGAPORE,"(1.35956985, 103.9516063)",0.504413105973
252 TAMPINES ST 21 SINGAPORE,"(1.35275585, 103.94883625)",0.549820650821
437 TAMPINES ST 43 SINGAPORE,"(1.35993655, 103.951608450724)",0.535321641264
808 TAMPINES AVE 4 SINGAPORE,"(1.346469, 103.9360159)",0.289275346069
264 TAMPINES ST 21 SINGAPORE,"(1.3528894, 103.951444556478)",0.510450857138
111 TAMPINES ST 11 SINGAPORE,"(1.346791, 103.947139662165)",0.799454571383
809 TAMPINES AVE 4 SINGAPORE,"(1.3460999, 103.9365597)",0.218575202013
297 TAMPINES ST 22 SINGAPORE,"(1.35106365, 103.954830912981)",0.570607038631
929 TAMPINES ST 91 SINGAPORE,"(1.3463662, 103.939606443508)",0.16078852626
444 TAMPINES ST 42 SINGAPORE,"(1.358295, 103.951414261769)",0.42761145933
885 TAMPINES ST 83 SINGAPORE,"(1.3511762, 103.932848083204)",0.884430330928
259 TAMPINES ST 21 SINGAPORE,"(1.3549456, 103.950435295054)",0.486918996362
842 TAMPINES ST 82 SINGAPORE,"(1.3517954, 103.9358119)",0.756834580562
830 TAMPINES ST 82 SINGAPORE,"(1.3499167, 103.9347468)",0.638592976362
161 TAMPINES ST 12 SINGAPORE,"(1.3499592, 103.946000852281)",0.515541088422
453 TAMPINES ST 42 SINGAPORE,"(1.35682285, 103.95364395)",0.130586071086
443 TAMPINES ST 43 SINGAPORE,"(1.35898045, 103.952186424214)",0.412589571017
855 TAMPINES ST 83 SINGAPORE,"(1.3535246, 103.935499454607)",0.948571673007
457 TAMPINES ST 42 SINGAPORE,"(1.35785155, 103.9536364)",0.215368032574
347 TAMPINES ST 33 SINGAPORE,"(1.35178695, 103.963119032225)",1.06275621385
341 TAMPINES ST 33 SINGAPORE,"(1.3513137, 103.960959057295)",0.887966118455
271 TAMPINES ST 21 SINGAPORE,"(1.3499487, 103.94994605)",0.80268616002
887A TAMPINES ST 81 SINGAPORE,"(1.3502425, 103.9315424)",0.929360611914
228 TAMPINES ST 23 SINGAPORE,"(1.3556161, 103.95462156296)",0.0639956774993
708 TAMPINES ST 71 SINGAPORE,"(1.35815895, 103.936640679951)",0.939626223951
487A TAMPINES AVE 9 SINGAPORE,"(1.35951515, 103.957831282327)",0.512712139114
857A TAMPINES ST 83 SINGAPORE,"(1.35441995, 103.935026457587)",1.00926987048
862 TAMPINES ST 83 SINGAPORE,"(1.3546649, 103.9364691)",0.850220025722
722 TAMPINES ST 72 SINGAPORE,"(1.3600748, 103.935642735171)",1.14572678386
365 TAMPINES ST 34 SINGAPORE,"(1.3576111, 103.960539931874)",0.675186104408
813 TAMPINES ST 81 SINGAPORE,"(1.34700675, 103.936365819931)",0.283747687145
882 TAMPINES ST 84 SINGAPORE,"(1.35203085, 103.933559216931)",0.904935587889
416 TAMPINES ST 41 SINGAPORE,"(1.35899685, 103.947674083258)",0.665865264988
456 TAMPINES ST 42 SINGAPORE,"(1.35761135, 103.95456465)",0.158072637887
815 TAMPINES AVE 4 SINGAPORE,"(1.34743355, 103.93733541237)",0.245950073436
842H TAMPINES ST 82 SINGAPORE,"(1.3516656, 103.9369851)",0.702668206234
163 TAMPINES ST 12 SINGAPORE,"(1.3494982, 103.947462766037)",0.641582894152
488A TAMPINES AVE 9 SINGAPORE,"(1.3601998, 103.95632685)",0.483783240652
106 SIMEI ST 1 SINGAPORE,"(1.3418627, 103.9509502)",0.307681335015
116 SIMEI ST 1 SINGAPORE,"(1.343658, 103.9512787)",0.238106142625
254 SIMEI ST 1 SINGAPORE,"(1.3419854, 103.9518794)",0.214119167811
294 TAMPINES ST 22 SINGAPORE,"(1.35088065, 103.953989842141)",0.594869447641
869 TAMPINES ST 83 SINGAPORE,"(1.3546124, 103.933686633179)",1.14109135731
109 SIMEI ST 1 SINGAPORE,"(1.3423768, 103.950280688131)",0.355676105622
859A TAMPINES AVE 5 SINGAPORE,"(1.35514695, 103.937985578335)",0.688282019123
391 TAMPINES AVE 7 SINGAPORE,"(1.3555647, 103.957772)",0.355675870011
864A TAMPINES ST 83 SINGAPORE,"(1.3547521, 103.93566794602)",0.939719084837
240 TAMPINES ST 21 SINGAPORE,"(1.35498465, 103.9471314)",0.34810595358
841 TAMPINES ST 83 SINGAPORE,"(1.3515028, 103.934767434195)",0.780807984639
316 TAMPINES ST 33 SINGAPORE,"(1.35164885, 103.957922390779)",0.623484858805
256 SIMEI ST 1 SINGAPORE,"(1.3429191, 103.9517661)",0.181253018045
492B TAMPINES AVE 9 SINGAPORE,"(1.3630509, 103.9534623)",0.773782438009
858A TAMPINES AVE 5 SINGAPORE,"(1.3543099, 103.937102)",0.77833429678
232 TAMPINES ST 21 SINGAPORE,"(1.35637565, 103.948685249403)",0.564450829127
257 TAMPINES ST 21 SINGAPORE,"(1.3539683, 103.949636666395)",0.608090208405
396 TAMPINES AVE 7 SINGAPORE,"(1.3557918, 103.9565028)",0.212393331705
159 SIMEI RD SINGAPORE,"(1.345002, 103.960065424951)",0.395232402616
721 TAMPINES ST 71 SINGAPORE,"(1.36008125, 103.936275679876)",1.08914676327
110 SIMEI ST 1 SINGAPORE,"(1.3427451, 103.950225)",0.353484814175
333 TAMPINES ST 32 SINGAPORE,"(1.35336755, 103.961195150179)",0.794037394449
314 TAMPINES ST 33 SINGAPORE,"(1.3521941, 103.957202507764)",0.528266541611
497J TAMPINES ST 45 SINGAPORE,"(1.3591915, 103.959570221555)",0.642126861565
331 TAMPINES ST 32 SINGAPORE,"(1.35337545, 103.95982938093)",0.656917730753
230D TAMPINES ST 24 SINGAPORE,"(1.35617035, 103.951486475)",0.349950021797
856C TAMPINES ST 82 SINGAPORE,"(1.352594, 103.93743)",0.762676826882
161 LOR 1 TOA PAYOH SINGAPORE,"(1.3305263, 103.8449493)",0.367664448037
52 LOR 6 TOA PAYOH SINGAPORE,"(1.3382423, 103.8524679)",0.677305019095
160 LOR 1 TOA PAYOH SINGAPORE,"(1.3308918, 103.8450399)",0.334977752154
13 LOR 7 TOA PAYOH SINGAPORE,"(1.3362836, 103.8589225)",1.25150048885
70 LOR 4 TOA PAYOH SINGAPORE,"(1.3346565, 103.8522867)",0.577721768005
113 POTONG PASIR AVE 1 SINGAPORE,"(1.3362028, 103.8634295)",0.823897861823
25 TOA PAYOH EAST SINGAPORE,"(1.33378135, 103.857354609808)",1.10275971634
110 LOR 1 TOA PAYOH SINGAPORE,"(1.3414985, 103.8463986)",0.122499250992
222 LOR 8 TOA PAYOH SINGAPORE,"(1.3417912, 103.8559329)",1.02603842717
114 LOR 1 TOA PAYOH SINGAPORE,"(1.3409248, 103.8443152)",0.280543412325
96 LOR 3 TOA PAYOH SINGAPORE,"(1.3386323, 103.8483009)",0.264103143381
159 LOR 1 TOA PAYOH SINGAPORE,"(1.3306691, 103.8455834)",0.304911255264
91 LOR 3 TOA PAYOH SINGAPORE,"(1.3382652, 103.8484821)",0.308628269969
226 LOR 8 TOA PAYOH SINGAPORE,"(1.3394607, 103.8569974)",1.13938789774
106 POTONG PASIR AVE 1 SINGAPORE,"(1.3340806, 103.868204613117)",0.314893807517
134 POTONG PASIR AVE 3 SINGAPORE,"(1.33453395, 103.866439046928)",0.455673797243
221 LOR 8 TOA PAYOH SINGAPORE,"(1.3426271, 103.8569747)",1.15641347187
228 LOR 8 TOA PAYOH SINGAPORE,"(1.3390847, 103.8587186)",1.33410947057
105 POTONG PASIR AVE 1 SINGAPORE,"(1.3344465, 103.868862298996)",0.341708830806
108 POTONG PASIR AVE 1 SINGAPORE,"(1.3348782, 103.868003920997)",0.406223753776
201 TOA PAYOH NTH SINGAPORE,"(1.3410918, 103.8502712)",0.392222405026
248 KIM KEAT LINK SINGAPORE,"(1.3315042, 103.856137306453)",0.968082215136
241 KIM KEAT LINK SINGAPORE,"(1.3303386, 103.855513666395)",0.926339803196
256 KIM KEAT AVE SINGAPORE,"(1.33205645, 103.857857075596)",1.15290589107
246 KIM KEAT LINK SINGAPORE,"(1.3308792, 103.856127673742)",0.978438803718
136 POTONG PASIR AVE 3 SINGAPORE,"(1.33405895, 103.866665245099)",0.399224392295
14B LOR 7 TOA PAYOH SINGAPORE,"(1.335871, 103.858367)",1.26048163329
14 LOR 7 TOA PAYOH SINGAPORE,"(1.3366717, 103.8582657)",1.27822418253
143 LOR 2 TOA PAYOH SINGAPORE,"(1.335657, 103.8437717)",0.480271011674
144 LOR 2 TOA PAYOH SINGAPORE,"(1.3352889, 103.844134)",0.477113342004
62 LOR 4 TOA PAYOH SINGAPORE,"(1.3362715, 103.8514714)",0.598982211649
43 LOR 5 TOA PAYOH SINGAPORE,"(1.3356688, 103.8544609)",0.844230812357
79E TOA PAYOH CTRL SINGAPORE,"(1.3349582, 103.8492865)",0.326254089718
125 POTONG PASIR AVE 1 SINGAPORE,"(1.3354678, 103.86517720975)",0.626534445258
79D TOA PAYOH CTRL SINGAPORE,"(1.3347942, 103.8490983)",0.299105910478
79C TOA PAYOH CTRL SINGAPORE,"(1.334727, 103.8486782)",0.267444216698
79A TOA PAYOH CTRL SINGAPORE,"(1.3345981, 103.8475978)",0.219215432364
16 MARSILING LANE SINGAPORE,"(1.4422981, 103.7778782)",1.11750590564
149 WOODLANDS ST 13 SINGAPORE,"(1.4357329, 103.77305845)",0.374569231884
212 MARSILING CRES SINGAPORE,"(1.446108, 103.7728813)",1.51660136458
17 MARSILING LANE SINGAPORE,"(1.44272005, 103.778117957959)",1.07085221445
411 WOODLANDS ST 41 SINGAPORE,"(1.42848535, 103.77284355)",0.46916235885
25 MARSILING DR SINGAPORE,"(1.4412895, 103.7757716)",0.993076196885
154 WOODLANDS ST 13 SINGAPORE,"(1.4347268, 103.7753992)",0.286059767349
310 WOODLANDS ST 31 SINGAPORE,"(1.43013695, 103.775988165645)",0.33989461619
