addr,coordinates,distance_to_mrt
103 PASIR RIS ST 12 SINGAPORE,"(1.36781235, 103.958218991689)",1.1509588494
427 PASIR RIS DR 6 SINGAPORE,"(1.3703163, 103.9560556)",0.811465022923
142 PASIR RIS ST 11 SINGAPORE,"(1.36352295, 103.958854970745)",0.940587328309
127 PASIR RIS ST 11 SINGAPORE,"(1.3658483, 103.955377362696)",1.04822815909
762 PASIR RIS ST 71 SINGAPORE,"(1.37578685, 103.933903193387)",1.73684656623
106 PASIR RIS ST 12 SINGAPORE,"(1.3680602, 103.957604950088)",1.07818336222
472 PASIR RIS DR 6 SINGAPORE,"(1.3741917, 103.957317850383)",0.902084606367
255 PASIR RIS ST 21 SINGAPORE,"(1.36821875, 103.964279061682)",1.7140649891
723 PASIR RIS ST 72 SINGAPORE,"(1.38082615, 103.936541053961)",1.66004182234
252 PASIR RIS ST 21 SINGAPORE,"(1.3681157, 103.962690305377)",1.58775428154
215 PASIR RIS ST 21 SINGAPORE,"(1.3682189, 103.961862569786)",1.4975799512
458 PASIR RIS DR 4 SINGAPORE,"(1.37151265, 103.959388142716)",1.13596122961
742 PASIR RIS ST 71 SINGAPORE,"(1.37712135, 103.936113693295)",1.53273343817
122 PASIR RIS ST 11 SINGAPORE,"(1.36656155, 103.954430168755)",0.920124602719
119 PASIR RIS ST 11 SINGAPORE,"(1.36744725, 103.955066391011)",0.894581763406
417 PASIR RIS DR 6 SINGAPORE,"(1.3719583, 103.955515614407)",0.703084611383
561 PASIR RIS ST 51 SINGAPORE,"(1.36724655, 103.950698647165)",0.663449545767
758 PASIR RIS ST 71 SINGAPORE,"(1.3767479, 103.933493551894)",1.8030679705
198 PASIR RIS ST 12 SINGAPORE,"(1.36694885, 103.960323271748)",1.35304276229
751 PASIR RIS ST 71 SINGAPORE,"(1.37829405, 103.93379684094)",1.81797384205
428 PASIR RIS DR 6 SINGAPORE,"(1.36962135, 103.956773535479)",0.915324618061
759 PASIR RIS ST 71 SINGAPORE,"(1.37642695, 103.932821159263)",1.86840154458
113 PASIR RIS ST 11 SINGAPORE,"(1.36807265, 103.955840635348)",0.914664746402
516 PASIR RIS ST 52 SINGAPORE,"(1.3743788, 103.943491730044)",0.660856443802
515 PASIR RIS ST 52 SINGAPORE,"(1.37419445, 103.94288374639)",0.722962093028
637 PASIR RIS DR 1 SINGAPORE,"(1.3766152, 103.940529288516)",1.05119236732
186 PASIR RIS ST 11 SINGAPORE,"(1.3650627, 103.959624750093)",1.13171872754
486 PASIR RIS DR 4 SINGAPORE,"(1.37458195, 103.960638377927)",1.27366376176
272 PASIR RIS ST 21 SINGAPORE,"(1.36495985, 103.964481005945)",1.46585126115
572 PASIR RIS ST 53 SINGAPORE,"(1.3736263, 103.945463988572)",0.429631703692
147 PASIR RIS ST 13 SINGAPORE,"(1.3628342, 103.96225922136)",1.12427871325
636 PASIR RIS DR 1 SINGAPORE,"(1.37692735, 103.941041757106)",1.01298494436
638 PASIR RIS DR 1 SINGAPORE,"(1.37617525, 103.940644946359)",1.02160501396
566 PASIR RIS ST 51 SINGAPORE,"(1.369246, 103.949645215823)",0.424129347031
740 PASIR RIS ST 71 SINGAPORE,"(1.37792375, 103.935839512465)",1.59007201029
635 PASIR RIS DR 1 SINGAPORE,"(1.3774157, 103.940381019654)",1.1027198046
752 PASIR RIS ST 71 SINGAPORE,"(1.37777035, 103.934383719966)",1.7378252073
251 PASIR RIS ST 21 SINGAPORE,"(1.37047695, 103.962422447637)",1.48805928931
253 PASIR RIS ST 21 SINGAPORE,"(1.36819145, 103.963084834981)",1.62617382709
513 PASIR RIS ST 52 SINGAPORE,"(1.3749876, 103.943480417985)",0.680471821518
555 PASIR RIS ST 51 SINGAPORE,"(1.3680767, 103.951910256744)",0.624637831237
557 PASIR RIS ST 51 SINGAPORE,"(1.3668142, 103.952312350579)",0.770080775131
217 PASIR RIS ST 21 SINGAPORE,"(1.36944135, 103.960887718377)",1.35058828146
161 PASIR RIS ST 13 SINGAPORE,"(1.36376995, 103.961946987205)",1.17085707236
250 PASIR RIS ST 21 SINGAPORE,"(1.37028385, 103.962946330505)",1.54936413198
630 PASIR RIS DR 3 SINGAPORE,"(1.3783956, 103.940881788707)",1.10757457221
237 PASIR RIS ST 21 SINGAPORE,"(1.37418675, 103.963033783805)",1.53367973472
612 ELIAS RD SINGAPORE,"(1.3747862, 103.941854341587)",0.848404148332
208 PASIR RIS ST 21 SINGAPORE,"(1.3663209, 103.961943213992)",1.38879215213
244 PASIR RIS ST 21 SINGAPORE,"(1.37152015, 103.963435901668)",1.58219101349
207 PASIR RIS ST 21 SINGAPORE,"(1.36640575, 103.962474741214)",1.43163863654
158 PASIR RIS ST 13 SINGAPORE,"(1.3646238, 103.962210807885)",1.26034746555
713 PASIR RIS ST 72 SINGAPORE,"(1.38236535, 103.938057906728)",1.62233425487
500 PASIR RIS ST 52 SINGAPORE,"(1.37609935, 103.945888623598)",0.507931308992
510 PASIR RIS ST 52 SINGAPORE,"(1.37571005, 103.944501497245)",0.608806107133
129 PASIR RIS ST 11 SINGAPORE,"(1.3667848, 103.956049055998)",1.0245594446
540 PASIR RIS ST 51 SINGAPORE,"(1.36947535, 103.950653033139)",0.424892095617
135 EDGEDALE PLAINS SINGAPORE,"(1.3953768, 103.9109561)",1.41945166779
102D PUNGGOL FIELD SINGAPORE,"(1.3985461, 103.905517086866)",0.769294155026
101D PUNGGOL FIELD SINGAPORE,"(1.3985751, 103.906253295775)",0.810486459488
173C PUNGGOL FIELD SINGAPORE,"(1.39628005, 103.910417632249)",1.30593825815
133 EDGEDALE PLAINS SINGAPORE,"(1.3928758, 103.910474723379)",1.59890226269
178 EDGEFIELD PLAINS SINGAPORE,"(1.3993469, 103.908472)",0.916704315079
202B PUNGGOL FIELD SINGAPORE,"(1.399083, 103.904194)",0.651699014767
105C EDGEFIELD PLAINS SINGAPORE,"(1.397668, 103.905739847328)",0.866730526937
196A PUNGGOL FIELD SINGAPORE,"(1.39931365, 103.90680579379)",0.784491390847
196D PUNGGOL FIELD SINGAPORE,"(1.399617, 103.907241)",0.794076407617
126C EDGEDALE PLAINS SINGAPORE,"(1.3940735, 103.910650897942)",1.5051667331
104A EDGEFIELD PLAINS SINGAPORE,"(1.3985337, 103.9074822)",0.899252444819
294 PUNGGOL CTRL SINGAPORE,"(1.402564, 103.90465)",0.361511999921
636B PUNGGOL DR SINGAPORE,"(1.400418, 103.913738)",1.37560986194
204A PUNGGOL FIELD SINGAPORE,"(1.3987876, 103.9031057)",0.650600802254
175A PUNGGOL FIELD SINGAPORE,"(1.3975446, 103.908868553289)",1.0848581312
101A PUNGGOL FIELD SINGAPORE,"(1.3979874, 103.905967)",0.848161164218
636A PUNGGOL DR SINGAPORE,"(1.4003007, 103.913963723121)",1.40362150929
118 EDGEFIELD PLAINS SINGAPORE,"(1.395987, 103.906013)",1.04774954606
632B PUNGGOL DR SINGAPORE,"(1.40083, 103.913163)",1.30025086132
203B PUNGGOL FIELD SINGAPORE,"(1.397986, 103.903626)",0.749676761307
638A PUNGGOL DR SINGAPORE,"(1.3999954, 103.9146934)",1.49143363854
195C PUNGGOL RD SINGAPORE,"(1.401073, 103.906762)",0.648788900387
204D PUNGGOL FIELD SINGAPORE,"(1.398236, 103.9026839)",0.705003000075
181 EDGEFIELD PLAINS SINGAPORE,"(1.398761, 103.908913)",0.996030901756
130 EDGEDALE PLAINS SINGAPORE,"(1.39327395, 103.910042953587)",1.53498772785
102B PUNGGOL FIELD SINGAPORE,"(1.3991946, 103.905383825545)",0.699756859683
165A PUNGGOL CTRL SINGAPORE,"(1.3952181, 103.914793)",1.75368995334
642D PUNGGOL DR SINGAPORE,"(1.3986479, 103.915781)",1.65901524724
204C PUNGGOL FIELD SINGAPORE,"(1.398027, 103.903097)",0.733848902577
176D EDGEFIELD PLAINS SINGAPORE,"(1.3985337, 103.9074822)",0.899252444819
635A PUNGGOL DR SINGAPORE,"(1.4010182, 103.9135368)",1.33340627766
106A PUNGGOL FIELD SINGAPORE,"(1.3967208, 103.908594023727)",1.13259655598
101C PUNGGOL FIELD SINGAPORE,"(1.3990411, 103.9061631)",0.762588000781
195D PUNGGOL RD SINGAPORE,"(1.401523, 103.906977)",0.64051814409
633B PUNGGOL DR SINGAPORE,"(1.401075, 103.913704)",1.34936025359
138 EDGEDALE PLAINS SINGAPORE,"(1.39279925, 103.909655066876)",1.55459171086
195E PUNGGOL RD SINGAPORE,"(1.401794, 103.907165)",0.643530487516
633A PUNGGOL DR SINGAPORE,"(1.4014174, 103.9136036)",1.32819090395
635C PUNGGOL DR SINGAPORE,"(1.4006773, 103.9144707)",1.44378931624
186 PUNGGOL CTRL SINGAPORE,"(1.3985436, 103.9110746)",1.20288224222
116 EDGEFIELD PLAINS SINGAPORE,"(1.395244, 103.906758)",1.15813796685
174A EDGEDALE PLAINS SINGAPORE,"(1.39643755, 103.911259704686)",1.36235576294
103C EDGEFIELD PLAINS SINGAPORE,"(1.3985337, 103.9074822)",0.899252444819
638C PUNGGOL DR SINGAPORE,"(1.3998244, 103.9154808)",1.58026537912
199D PUNGGOL FIELD SINGAPORE,"(1.400438, 103.906198)",0.647323056221
126D EDGEDALE PLAINS SINGAPORE,"(1.393712, 103.911087)",1.56702642364
173B PUNGGOL FIELD SINGAPORE,"(1.3966109, 103.90990189745)",1.23940213915
196B PUNGGOL FIELD SINGAPORE,"(1.39896, 103.906947)",0.824318979253
165B PUNGGOL CTRL SINGAPORE,"(1.3951497, 103.9144449)",1.72723204398
109A EDGEDALE PLAINS SINGAPORE,"(1.39475395, 103.910185407588)",1.41386540254
174D EDGEDALE PLAINS SINGAPORE,"(1.397229, 103.909924)",1.19324208486
110C PUNGGOL FIELD SINGAPORE,"(1.3954025, 103.910125839259)",1.35471850298
172A EDGEDALE PLAINS SINGAPORE,"(1.3953883, 103.911542680117)",1.46467374538
295 PUNGGOL CTRL SINGAPORE,"(1.40214, 103.904432)",0.374705167083
128D PUNGGOL FIELD WALK SINGAPORE,"(1.3930146, 103.9119262)",1.68644536779
203A PUNGGOL FIELD SINGAPORE,"(1.3985422, 103.9038958)",0.697753948117
641A PUNGGOL DR SINGAPORE,"(1.398562, 103.91692)",1.77956775021
107D EDGEFIELD PLAINS SINGAPORE,"(1.3985337, 103.9074822)",0.899252444819
110A PUNGGOL FIELD SINGAPORE,"(1.39613415, 103.909321582986)",1.23465063364
641B PUNGGOL DR SINGAPORE,"(1.3988394, 103.916658)",1.74111176461
637A PUNGGOL DR SINGAPORE,"(1.3996473, 103.9146419)",1.49967341711
160B PUNGGOL CTRL SINGAPORE,"(1.395431, 103.9161548)",1.86491287109
299 PUNGGOL CTRL SINGAPORE,"(1.40272, 103.9053)",0.412269984204
171A EDGEDALE PLAINS SINGAPORE,"(1.3945206, 103.9125347)",1.61103244856
637C PUNGGOL DR SINGAPORE,"(1.3990686, 103.9152211)",1.58345808599
637D PUNGGOL DR SINGAPORE,"(1.3989604, 103.9154006)",1.60650810181
160A PUNGGOL CTRL SINGAPORE,"(1.395286, 103.915619)",1.82425924769
192 PUNGGOL CTRL SINGAPORE,"(1.3998519, 103.9094497)",0.972112362395
293 PUNGGOL CTRL SINGAPORE,"(1.403091, 103.904967)",0.360165843383
32 TANGLIN HALT RD SINGAPORE,"(1.29959915, 103.799401)",0.348878317183
96 COMMONWEALTH CRES SINGAPORE,"(1.3072571, 103.7993776)",0.543310403315
95 COMMONWEALTH DR SINGAPORE,"(1.2959052, 103.7989806)",0.739032268395
64 COMMONWEALTH DR SINGAPORE,"(1.29929445, 103.797258)",0.373243194915
88 COMMONWEALTH CL SINGAPORE,"(1.3032403, 103.7994381)",0.157394570129
108 COMMONWEALTH CRES SINGAPORE,"(1.3072571, 103.7993776)",0.543310403315
36 TANGLIN HALT RD SINGAPORE,"(1.2973321, 103.7982843)",0.575629864283
38 TANGLIN HALT RD SINGAPORE,"(1.29749855, 103.798742425078)",0.560033950671
41 TANGLIN HALT RD SINGAPORE,"(1.29823835, 103.798598527297)",0.476624401024
25 TANGLIN HALT RD SINGAPORE,"(1.2979027, 103.79968995)",0.537376517995
45 TANGLIN HALT RD SINGAPORE,"(1.2991847, 103.79853835)",0.371219984304
65 COMMONWEALTH DR SINGAPORE,"(1.29958235, 103.796760550151)",0.363887527928
94 COMMONWEALTH DR SINGAPORE,"(1.3003661, 103.7971171)",0.26823906846
83 COMMONWEALTH CL SINGAPORE,"(1.3032403, 103.7994381)",0.157394570129
113 COMMONWEALTH CRES SINGAPORE,"(1.3072571, 103.7993776)",0.543310403315
111 COMMONWEALTH CRES SINGAPORE,"(1.3072571, 103.7993776)",0.543310403315
62 COMMONWEALTH DR SINGAPORE,"(1.3030859, 103.7972222)",0.128750999497
40 HOLLAND DR SINGAPORE,"(1.3085116, 103.793226)",0.352206587458
164 STIRLING RD SINGAPORE,"(1.296181, 103.803545)",0.334804220739
20 DOVER CRES SINGAPORE,"(1.30663595, 103.78353024981)",0.759631436098
32 HOLLAND CL SINGAPORE,"(1.3065045, 103.7965865)",0.480263058402
21 DOVER CRES SINGAPORE,"(1.3069694, 103.784657)",0.647497362737
154 MEI LING ST SINGAPORE,"(1.2935996, 103.8035009)",0.305302265148
152 MEI LING ST SINGAPORE,"(1.2937978, 103.802495)",0.406924561347
82 COMMONWEALTH CL SINGAPORE,"(1.3032403, 103.7994381)",0.157394570129
157 MEI LING ST SINGAPORE,"(1.2930056, 103.8035591)",0.328452128587
21 GHIM MOH RD SINGAPORE,"(1.3103391, 103.789086)",0.409679742249
4 HOLLAND CL SINGAPORE,"(1.3083051, 103.7947531)",0.474292202238
3 GHIM MOH RD SINGAPORE,"(1.3119648, 103.78704568987)",0.677801820751
23A QUEEN'S CL SINGAPORE,"(1.2943073, 103.79973845)",0.705172300804
12 HOLLAND AVE SINGAPORE,"(1.3113427, 103.7959924)",0.109571582825
13 HOLLAND DR SINGAPORE,"(1.3085116, 103.793226)",0.352206587458
89 TANGLIN HALT RD SINGAPORE,"(1.30118995, 103.798928997343)",0.166140329132
11 HOLLAND DR SINGAPORE,"(1.3085116, 103.793226)",0.352206587458
90 TANGLIN HALT RD SINGAPORE,"(1.3006381, 103.7990313)",0.22642580274
161 MEI LING ST SINGAPORE,"(1.2914703, 103.8034685)",0.448811993262
160 MEI LING ST SINGAPORE,"(1.2921971, 103.8042835)",0.329026340841
60 STRATHMORE AVE SINGAPORE,"(1.29297685, 103.812106305715)",0.635275246615
56 STRATHMORE AVE SINGAPORE,"(1.2932522, 103.809855451558)",0.444150102055
145 MEI LING ST SINGAPORE,"(1.29393, 103.8050306)",0.135282580851
50 STRATHMORE AVE SINGAPORE,"(1.29384705, 103.808765011933)",0.308878232239
52 STRATHMORE AVE SINGAPORE,"(1.2933132, 103.808256632565)",0.278642103284
51 STRATHMORE AVE SINGAPORE,"(1.29335185, 103.808813382513)",0.332112335708
7 GHIM MOH RD SINGAPORE,"(1.3133308, 103.7855498)",0.797645774673
49 STRATHMORE AVE SINGAPORE,"(1.29401925, 103.808224582513)",0.245931631233
91 TANGLIN HALT RD SINGAPORE,"(1.3007818, 103.7994841)",0.237533232797
20 HOLLAND DR SINGAPORE,"(1.3085116, 103.793226)",0.352206587458
132 CLARENCE LANE SINGAPORE,"(1.2930301, 103.8141659)",0.473819436928
48 STRATHMORE AVE SINGAPORE,"(1.2938117, 103.80781216401)",0.209656633998
406 SEMBAWANG DR SINGAPORE,"(1.4530116, 103.817182278441)",0.543425998977
405 ADMIRALTY LINK SINGAPORE,"(1.4613609, 103.8130764)",1.57286383996
407 SEMBAWANG DR SINGAPORE,"(1.45338165, 103.816800002355)",0.601755936311
326 SEMBAWANG CRES SINGAPORE,"(1.4449887, 103.819135324028)",0.462895393658
474 SEMBAWANG DR SINGAPORE,"(1.45087675, 103.816575998429)",0.43590945134
403 ADMIRALTY LINK SINGAPORE,"(1.45394475, 103.816149786001)",0.695500653734
467B ADMIRALTY DR SINGAPORE,"(1.4509235, 103.813708)",0.734671375513
589C MONTREAL DR SINGAPORE,"(1.449746, 103.824648)",0.517347339735
338 SEMBAWANG CRES SINGAPORE,"(1.44588155, 103.815263101019)",0.637866930198
509A WELLINGTON CIRCLE SINGAPORE,"(1.45315615, 103.820763111049)",0.463396623624
359 ADMIRALTY DR SINGAPORE,"(1.44978595, 103.81598984917)",0.458244286896
305 CANBERRA RD SINGAPORE,"(1.4474184, 103.8225258)",0.330037082824
478 SEMBAWANG DR SINGAPORE,"(1.45261155, 103.816280796085)",0.576151900206
352C CANBERRA RD SINGAPORE,"(1.4499276, 103.8198293)",0.100428790319
589D MONTREAL DR SINGAPORE,"(1.4499, 103.824062)",0.456277595353
419 CANBERRA RD SINGAPORE,"(1.45227155, 103.818902502029)",0.380022571199
425 CANBERRA RD SINGAPORE,"(1.45431455, 103.818711622838)",0.603806160429
480 SEMBAWANG DR SINGAPORE,"(1.45230325, 103.815171804425)",0.651437260656
321 SEMBAWANG CL SINGAPORE,"(1.44605585, 103.81864137723)",0.367817526807
316 SEMBAWANG VISTA SINGAPORE,"(1.4463599, 103.820937007495)",0.315178241102
340A SEMBAWANG CL SINGAPORE,"(1.44757615, 103.817732463004)",0.305013528427
359C ADMIRALTY DR SINGAPORE,"(1.44924175, 103.814617680304)",0.603797476889
414 SEMBAWANG DR SINGAPORE,"(1.45139205, 103.818141154274)",0.335580261
417 CANBERRA RD SINGAPORE,"(1.4474184, 103.8225258)",0.330037082824
424 CANBERRA RD SINGAPORE,"(1.4538829, 103.818787752246)",0.555212483385
312 SEMBAWANG DR SINGAPORE,"(1.44447005, 103.820849834362)",0.517133901794
507A WELLINGTON CIRCLE SINGAPORE,"(1.453107, 103.823654)",0.603542565753
356B ADMIRALTY DR SINGAPORE,"(1.4490655, 103.817293)",0.306041662109
504D MONTREAL DR SINGAPORE,"(1.45059805, 103.823970183004)",0.468896911305
359B ADMIRALTY DR SINGAPORE,"(1.44942935, 103.81515131103)",0.545731612869
501B WELLINGTON CIRCLE SINGAPORE,"(1.45214225, 103.821267876011)",0.369605851064
468A ADMIRALTY DR SINGAPORE,"(1.45036, 103.813875)",0.701256085721
357C ADMIRALTY DR SINGAPORE,"(1.449705, 103.8177228)",0.268309580232
468D ADMIRALTY DR SINGAPORE,"(1.4510394, 103.814324)",0.673407745537
308 CANBERRA RD SINGAPORE,"(1.4474184, 103.8225258)",0.330037082824
354D ADMIRALTY DR SINGAPORE,"(1.45084105, 103.818764031242)",0.244822545831
506A WELLINGTON CIRCLE SINGAPORE,"(1.4522063, 103.8206428)",0.357086702552
501D WELLINGTON CIRCLE SINGAPORE,"(1.4522063, 103.8206428)",0.357086702552
339B SEMBAWANG CL SINGAPORE,"(1.4479065, 103.817123823705)",0.348874818888
307 CANBERRA RD SINGAPORE,"(1.4474184, 103.8225258)",0.330037082824
187B RIVERVALE DR SINGAPORE,"(1.39435, 103.905997)",1.20529493473
188B RIVERVALE DR SINGAPORE,"(1.3943568, 103.9050183)",1.1003416315
185B RIVERVALE CRES SINGAPORE,"(1.3929581, 103.907007827356)",1.28861714382
124C RIVERVALE DR SINGAPORE,"(1.388146, 103.902632840032)",0.887184140152
184C RIVERVALE CRES SINGAPORE,"(1.392731, 103.907717)",1.36464334882
191B RIVERVALE DR SINGAPORE,"(1.39454945, 103.904135839524)",1.01271722293
141 RIVERVALE ST SINGAPORE,"(1.3894089, 103.904116)",0.99256725918
299A COMPASSVALE ST SINGAPORE,"(1.3958878, 103.9023912)",0.898234186414
303B ANCHORVALE LINK SINGAPORE,"(1.387423, 103.889867)",0.621541946134
305B ANCHORVALE LINK SINGAPORE,"(1.3891386, 103.888617587746)",0.814556170985
114 RIVERVALE WALK SINGAPORE,"(1.38411315, 103.901073764248)",0.89459459364
119C RIVERVALE DR SINGAPORE,"(1.38497925, 103.903044684205)",1.12420312569
184B RIVERVALE CRES SINGAPORE,"(1.3924731, 103.907216990709)",1.30705636561
201B COMPASSVALE DR SINGAPORE,"(1.3885314, 103.893984491026)",0.389266163424
311B ANCHORVALE LANE SINGAPORE,"(1.3912374, 103.884259315098)",1.24887240404
259B COMPASSVALE RD SINGAPORE,"(1.3938445, 103.897494391147)",0.327193875266
194 RIVERVALE DR SINGAPORE,"(1.383485, 103.9020171)",0.991152146649
158A RIVERVALE CRES SINGAPORE,"(1.3887589, 103.906874220598)",1.30749085694
123B RIVERVALE DR SINGAPORE,"(1.3863012, 103.902416425141)",0.976426375731
309B ANCHORVALE RD SINGAPORE,"(1.3913742, 103.885933935131)",1.06228042786
223A COMPASSVALE WALK SINGAPORE,"(1.3882399, 103.8971721)",0.427497795457
184A RIVERVALE CRES SINGAPORE,"(1.39219685, 103.907716903178)",1.36090451811
127 RIVERVALE ST SINGAPORE,"(1.390597, 103.902208)",0.757277315242
207A COMPASSVALE LANE SINGAPORE,"(1.3851752, 103.897619455953)",0.561473913374
299B COMPASSVALE ST SINGAPORE,"(1.3970486, 103.9013264)",0.837870233732
157A RIVERVALE CRES SINGAPORE,"(1.3879637, 103.908130323441)",1.46565576196
235 COMPASSVALE WALK SINGAPORE,"(1.3909, 103.899558)",0.46133797136
413A FERNVALE LINK SINGAPORE,"(1.38921875, 103.878641271218)",1.75731296623
125 RIVERVALE ST SINGAPORE,"(1.38899705, 103.90266986042)",0.853185700098
203A COMPASSVALE RD SINGAPORE,"(1.3865313, 103.8953455)",0.475553534324
408B FERNVALE RD SINGAPORE,"(1.38931385, 103.875850519252)",2.04893492356
206C COMPASSVALE LANE SINGAPORE,"(1.38704645, 103.897751646354)",0.575014237824
234 COMPASSVALE WALK SINGAPORE,"(1.390699, 103.900227)",0.538664318667
237 COMPASSVALE WALK SINGAPORE,"(1.38987495, 103.898596268552)",0.400724876892
240 COMPASSVALE WALK SINGAPORE,"(1.3909086, 103.8979492)",0.287564058655
156 RIVERVALE CRES SINGAPORE,"(1.3912708, 103.9075078)",1.33734477841
298C COMPASSVALE ST SINGAPORE,"(1.3960409, 103.9013037)",0.807453525378
403A FERNVALE LANE SINGAPORE,"(1.3891071, 103.873121603759)",2.32864542372
298B COMPASSVALE ST SINGAPORE,"(1.3954502, 103.9020287)",0.838788827387
188A RIVERVALE DR SINGAPORE,"(1.3943368, 103.905035161918)",1.10155182927
158D RIVERVALE CRES SINGAPORE,"(1.388559, 103.907076010548)",1.33485651427
188D RIVERVALE DR SINGAPORE,"(1.3950779, 103.90395512674)",1.01396329377
105 RIVERVALE WALK SINGAPORE,"(1.3840391, 103.900107)",0.787181190955
246 COMPASSVALE RD SINGAPORE,"(1.39251055, 103.899156252372)",0.418100559065
307D ANCHORVALE RD SINGAPORE,"(1.3903605, 103.88625350664)",1.03682632415
291D COMPASSVALE ST SINGAPORE,"(1.39670485, 103.898735951829)",0.664074533912
116B RIVERVALE DR SINGAPORE,"(1.3821894, 103.902181388354)",1.01001853906
183A RIVERVALE CRES SINGAPORE,"(1.39166845, 103.907909359226)",1.38115528264
197 RIVERVALE DR SINGAPORE,"(1.383485, 103.9020171)",0.991152146649
126 RIVERVALE ST SINGAPORE,"(1.389063, 103.902302)",0.812360593917
109 RIVERVALE WALK SINGAPORE,"(1.3831541, 103.8996724)",0.728855076626
142 RIVERVALE CRES SINGAPORE,"(1.3902697, 103.904799503754)",1.04750676728
255 COMPASSVALE RD SINGAPORE,"(1.3943987, 103.899476792812)",0.536040854023
146 RIVERVALE DR SINGAPORE,"(1.39026165, 103.906299189714)",1.21267650243
266C COMPASSVALE BOW SINGAPORE,"(1.3827452, 103.8974297)",0.479130480452
121D SENGKANG EAST WAY SINGAPORE,"(1.385794, 103.905409)",1.28357378801
309C ANCHORVALE RD SINGAPORE,"(1.3910368, 103.885730061516)",1.08681018232
121C SENGKANG EAST WAY SINGAPORE,"(1.3863715, 103.9056278)",1.27345046849
317C ANCHORVALE RD SINGAPORE,"(1.3934847, 103.8883806)",0.814404794064
260D SENGKANG EAST WAY SINGAPORE,"(1.39426665, 103.896164912903)",0.295823048067
266B COMPASSVALE BOW SINGAPORE,"(1.382523, 103.897172)",0.45198246484
244 COMPASSVALE RD SINGAPORE,"(1.3934442, 103.899164384683)",0.45294890371
412B FERNVALE LINK SINGAPORE,"(1.3897826, 103.877979259063)",1.85008658932
407A FERNVALE RD SINGAPORE,"(1.3885188, 103.875270285656)",2.08116389896
151 RIVERVALE CRES SINGAPORE,"(1.39217855, 103.905780001256)",1.14571245392
308B ANCHORVALE RD SINGAPORE,"(1.38993, 103.886585)",1.00858025952
304A ANCHORVALE LINK SINGAPORE,"(1.387881, 103.888914)",0.726815777842
325A SENGKANG EAST WAY SINGAPORE,"(1.3951765, 103.8920588)",0.5430737397
308C ANCHORVALE RD SINGAPORE,"(1.389219, 103.886871)",0.989926960477
206A COMPASSVALE LANE SINGAPORE,"(1.38669205, 103.896529715904)",0.568261508499
316A ANCHORVALE LINK SINGAPORE,"(1.3926225, 103.88933894793)",0.690921025129
315B ANCHORVALE RD SINGAPORE,"(1.39228115, 103.888602620528)",0.767800732945
408C FERNVALE RD SINGAPORE,"(1.38944125, 103.87638458994)",1.99854277904
205B COMPASSVALE LANE SINGAPORE,"(1.385557, 103.896732)",0.499826351476
406C FERNVALE RD SINGAPORE,"(1.3887965, 103.874563668541)",2.16537483753
404A FERNVALE LANE SINGAPORE,"(1.38833955, 103.873090395087)",2.30804666808
136 RIVERVALE ST SINGAPORE,"(1.388674, 103.905038)",1.11381643733
265A COMPASSVALE LINK SINGAPORE,"(1.3823253, 103.895338178382)",0.25394934418
265D COMPASSVALE BOW SINGAPORE,"(1.3820531, 103.896418584281)",0.377804971039
319A ANCHORVALE DR SINGAPORE,"(1.3908889, 103.889954856693)",0.62120325788
261B SENGKANG EAST WAY SINGAPORE,"(1.39365075, 103.894150649785)",0.263253695061
323B SENGKANG EAST WAY SINGAPORE,"(1.3920612, 103.8927856)",0.302793124718
230 COMPASSVALE WALK SINGAPORE,"(1.388785, 103.9013943)",0.732274182322
258D COMPASSVALE RD SINGAPORE,"(1.3935249, 103.8970889)",0.270591425831
260B SENGKANG EAST WAY SINGAPORE,"(1.39360465, 103.895433748094)",0.212460464815
189A RIVERVALE DR SINGAPORE,"(1.395527, 103.9040179)",1.02599399957
312A ANCHORVALE LANE SINGAPORE,"(1.39170235, 103.885273239915)",1.1351272745
264E COMPASSVALE BOW SINGAPORE,"(1.38173655, 103.895546391661)",0.297930862202
264C COMPASSVALE BOW SINGAPORE,"(1.38152765, 103.896211114707)",0.37482476241
117B RIVERVALE DR SINGAPORE,"(1.3836531, 103.902831719959)",1.08284210742
265B COMPASSVALE LINK SINGAPORE,"(1.38222325, 103.895739416549)",0.29997239046
325C SENGKANG EAST WAY SINGAPORE,"(1.3931796, 103.891539848102)",0.468575044977
299C COMPASSVALE ST SINGAPORE,"(1.3962933, 103.9019834)",0.885072413117
226C COMPASSVALE WALK SINGAPORE,"(1.3882039, 103.900022532463)",0.636488054567
250B COMPASSVALE ST SINGAPORE,"(1.392063, 103.899896)",0.492077925319
269B COMPASSVALE LINK SINGAPORE,"(1.38370285, 103.896053588071)",0.338594775571
302D ANCHORVALE LINK SINGAPORE,"(1.388203, 103.889734)",0.701727338291
250D COMPASSVALE ST SINGAPORE,"(1.39308, 103.899956)",0.520364143196
202B SENGKANG EAST RD SINGAPORE,"(1.3880922, 103.892645465514)",0.509970882171
8 LOR LEW LIAN SINGAPORE,"(1.3488638, 103.8767477)",0.423091751247
152 SERANGOON NTH AVE 1 SINGAPORE,"(1.3697463, 103.872699)",1.73819257055
154 SERANGOON NTH AVE 1 SINGAPORE,"(1.3698294, 103.8733048)",1.69128676316
153 SERANGOON NTH AVE 1 SINGAPORE,"(1.3702356, 103.8722429)",1.81162781273
